# Undirected graph (each unordered pair of nodes is saved once): input/1974_edges.txt
# Nodes: 1984 Edges: 43556
# NodeId	NodeId
10235	30767
10235	34068
10235	38121
6492	6764
6492	7177
6492	13407
6492	15662
6492	16325
6492	19140
6492	20972
6492	25229
6492	28010
6492	35556
6317	6444
6317	6800
6317	7202
6317	7778
6317	8263
6317	8370
6317	8655
6317	8715
6317	8889
6317	8890
6317	9073
6317	9085
6317	9391
6317	9585
6317	9732
6317	9742
6317	9828
6317	9851
6317	10098
6317	10217
6317	10264
6317	10348
6317	10429
6317	10617
6317	10650
6317	10736
6317	10784
6317	10924
6317	11074
6317	11565
6317	11641
6317	11965
6317	11994
6317	12295
6317	12901
6317	12996
6317	13043
6317	13180
6317	13187
6317	13236
6317	13491
6317	13719
6317	13801
6317	13810
6317	13873
6317	14276
6317	14376
6317	14677
6317	14811
6317	14949
6317	15585
6317	16091
6317	16300
6317	16355
6317	16405
6317	16786
6317	16838
6317	17761
6317	17820
6317	18430
6317	19272
6317	19511
6317	20130
6317	20640
6317	20905
6317	22603
6317	23278
6317	23729
6317	24977
6317	24990
6317	25349
6317	26625
6317	27368
6317	27566
6317	31837
6317	31938
6317	32171
6317	33182
6317	33668
6317	34238
6317	35105
6317	36514
6317	37468
6317	38633
6317	40201
6317	44356
28773	31976
28773	42820
8144	16977
8144	25069
8144	30780
38121	39484
7177	8172
7177	11577
7177	12352
7177	13407
7177	15662
7177	16325
7177	19140
7177	19741
7177	23068
7177	28010
7177	35556
377	714
377	1706
377	1848
377	2448
377	2650
377	2766
377	3305
377	3483
377	4157
377	4341
377	4388
377	4741
377	5007
377	5249
377	5639
377	5875
377	5986
377	5987
377	6021
377	6206
377	6566
377	7313
377	7373
377	8404
377	8618
377	9272
377	10026
377	10228
377	12055
377	12290
377	12303
377	13329
377	13446
377	13893
377	16209
377	16570
377	16596
377	19846
377	20342
377	20814
377	21514
377	24256
377	24476
377	25669
377	27536
377	27748
377	27844
377	30652
377	32719
377	34586
377	41853
14003	14008
14003	14192
14003	14376
14003	15915
14003	15970
14003	20539
14003	20655
14003	20668
14003	20753
14003	22603
14003	22753
14003	24599
14003	24765
14003	28123
14003	28636
14003	35568
14003	35767
14003	35914
14003	36029
14116	16048
14116	19741
14116	29866
14116	30581
27748	28211
27748	29344
27748	30605
27748	34323
27748	34586
27748	34972
27748	41853
597	640
597	1207
597	1824
597	2434
597	2913
597	3077
597	3498
597	4612
597	4659
597	5066
597	5122
597	5243
597	5566
597	6393
597	6675
597	7861
597	8562
597	9215
597	9512
597	10183
597	10291
597	10309
597	10914
597	11230
597	11403
597	11582
597	11863
597	12532
597	13306
597	13684
597	14472
597	14632
597	14959
597	15702
597	17540
597	18806
597	20334
597	22495
597	22678
597	23381
597	25493
597	26272
597	27382
597	31369
597	35900
597	42410
30767	39065
27263	32683
27263	41732
20004	20472
20004	24625
20004	24634
20004	25317
20004	25852
20004	25962
20004	26455
20004	27352
20004	28990
20004	30605
20004	30727
20004	31542
20004	32683
20004	32838
20004	36308
20004	38121
2375	2657
2375	2946
2375	3366
2375	3739
2375	3817
2375	3843
2375	4062
2375	4376
2375	4618
2375	4912
2375	4967
2375	5261
2375	5559
2375	5598
2375	5864
2375	6206
2375	6289
2375	6919
2375	7363
2375	7449
2375	8317
2375	9904
2375	10143
2375	10228
2375	10611
2375	11052
2375	11613
2375	11976
2375	11994
2375	12100
2375	12126
2375	12233
2375	12573
2375	12689
2375	13280
2375	14001
2375	14544
2375	15209
2375	15297
2375	16040
2375	16297
2375	16536
2375	16598
2375	18155
2375	19470
2375	21920
2375	21950
2375	22135
2375	24476
2375	24782
2375	25517
2375	25852
2375	40860
14949	14965
14949	15585
14949	15668
14949	16300
14949	16355
14949	16405
14949	16786
14949	16838
14949	17820
14949	18147
14949	18360
14949	18430
14949	20130
14949	20640
14949	20905
14949	21060
14949	21183
14949	22565
14949	22671
14949	22709
14949	23278
14949	23424
14949	24977
14949	24990
14949	25349
14949	27238
14949	27306
14949	27368
14949	27371
14949	28947
14949	30674
14949	31755
14949	31837
14949	31938
14949	32171
14949	33182
14949	33908
14949	34160
14949	35105
14949	37468
14949	37623
14949	38633
14949	39953
14949	40201
14949	44356
12199	12370
12199	12792
12199	13444
12199	14143
12199	14323
12199	14486
12199	15999
12199	16889
12199	17127
12199	17995
12199	18338
12199	18794
12199	18812
12199	19309
12199	19798
12199	19846
12199	20366
12199	20563
12199	21698
12199	23356
12199	23461
12199	24625
12199	24982
12199	25317
12199	26230
12199	30605
12199	30767
12199	31542
10724	11559
10724	11645
10724	11840
10724	12179
10724	12199
10724	12370
10724	12421
10724	13444
10724	13939
10724	14057
10724	14143
10724	14486
10724	14629
10724	14732
10724	15999
10724	17127
10724	17637
10724	17909
10724	17995
10724	18338
10724	18794
10724	18812
10724	19309
10724	19549
10724	19798
10724	20004
10724	20509
10724	20563
10724	20813
10724	23461
10724	26230
10724	26455
10724	27352
10724	28120
10724	29141
10724	30069
10724	30727
10724	30767
10724	36308
10724	38121
10724	39484
20833	21354
20833	22324
20833	24564
20833	25349
20833	25962
20833	26291
20833	28211
20833	30652
20833	30681
20833	34044
20833	34700
20833	37008
20833	37203
15193	15506
15193	18981
15193	20073
15193	20971
15193	21065
15193	25962
15193	26291
15193	33494
15193	36514
15193	39065
9529	9824
9529	9866
9529	9989
9529	10183
9529	10265
9529	10335
9529	10376
9529	10577
9529	10588
9529	10892
9529	10914
9529	10986
9529	11323
9529	11502
9529	11765
9529	11846
9529	11863
9529	12708
9529	13628
9529	13921
9529	13968
9529	14276
9529	14472
9529	15579
9529	17540
9529	19113
9529	19511
9529	20334
9529	20576
9529	22678
9529	23739
9529	24612
9529	24911
9529	27566
9529	31383
9529	35900
9529	41732
10217	10892
10217	10991
10217	11166
10217	11323
10217	11565
10217	12708
10217	13992
10217	14136
10217	14227
10217	14276
10217	14949
10217	16289
10217	18492
10217	19511
10217	20502
10217	20784
10217	23179
10217	23289
10217	23729
10217	26291
10217	26625
10217	27566
10217	31837
10217	31913
10217	33518
10217	34700
10217	36514
10217	38527
10217	41956
37623	37783
37623	44356
22249	24476
22249	24990
22249	30434
22249	33537
172	377
172	511
172	620
172	816
172	984
172	991
172	1046
172	1047
172	1168
172	1220
172	1399
172	1516
172	1844
172	2042
172	2262
172	3131
172	3281
172	3431
172	3532
172	3636
172	5288
172	6082
172	6282
172	6313
172	7140
172	7369
172	8118
172	8355
172	10444
172	10609
172	11089
172	11937
172	12940
172	13182
172	13808
172	13935
172	13987
172	14075
172	14494
172	14852
172	17090
172	17133
172	17984
172	19142
172	19326
172	19612
172	19724
172	20592
172	23522
172	31104
172	40763
4388	4591
4388	4701
4388	4727
4388	4880
4388	5007
4388	5249
4388	5588
4388	5639
4388	5712
4388	5734
4388	5762
4388	5875
4388	5987
4388	6021
4388	6043
4388	6511
4388	6566
4388	6891
4388	6957
4388	7313
4388	7373
4388	7379
4388	7391
4388	7737
4388	8618
4388	8665
4388	8693
4388	8697
4388	8762
4388	8950
4388	8970
4388	9028
4388	9272
4388	9283
4388	9565
4388	9593
4388	9856
4388	10044
4388	10110
4388	10128
4388	10148
4388	10198
4388	10429
4388	10450
4388	10477
4388	10614
4388	10724
4388	11166
4388	11282
4388	11765
4388	11835
4388	12205
4388	12290
4388	12304
4388	12333
4388	12458
4388	12737
4388	12890
4388	13050
4388	13103
4388	13236
4388	13329
4388	13446
4388	13716
4388	13893
4388	13990
4388	14027
4388	14057
4388	14323
4388	14342
4388	14376
4388	14732
4388	16385
4388	16555
4388	16570
4388	16596
4388	16603
4388	16704
4388	16780
4388	17124
4388	17288
4388	17593
4388	17893
4388	18113
4388	18262
4388	18410
4388	18816
4388	19699
4388	20073
4388	20509
4388	20557
4388	20655
4388	20668
4388	20753
4388	20833
4388	21514
4388	21536
4388	21698
4388	24564
4388	24599
4388	24911
4388	25669
4388	25962
4388	26291
4388	26369
4388	26455
4388	26606
4388	27090
4388	27748
4388	28211
4388	30389
4388	30605
4388	30681
4388	32719
4388	34068
4388	35072
4388	36308
4388	39065
4388	41853
9327	9391
9327	9584
9327	9660
9327	10291
9327	11846
9327	12100
9327	12126
9327	12494
9327	12687
9327	12910
9327	13684
9327	13968
9327	14211
9327	14231
9327	14237
9327	14544
9327	14556
9327	14959
9327	15297
9327	15462
9327	15702
9327	16297
9327	16598
9327	17073
9327	20650
9327	20811
9327	22249
9327	23729
9327	24476
9327	31046
9327	38576
895	933
895	1131
895	1546
895	1601
895	1679
895	1794
895	1823
895	2335
895	2529
895	3093
895	3239
895	4157
895	4232
895	4388
895	4823
895	5395
895	5875
895	6512
895	6969
895	7313
895	7348
895	7890
895	8697
895	9085
895	9712
895	10429
895	10450
895	10465
895	11064
895	11166
895	11282
895	12681
895	12724
895	13236
895	14003
895	14008
895	14192
895	14376
895	15915
895	15970
895	16300
895	16355
895	16603
895	17124
895	17384
895	17820
895	20539
895	20557
895	20655
895	20668
895	20753
895	22603
895	22753
895	23278
895	24599
895	24765
895	24990
895	26606
895	28060
895	28123
895	28636
895	30389
895	32719
895	33192
895	34586
895	35568
895	35767
895	35914
895	36029
1209	1303
1209	1310
1209	1452
1209	1823
1209	1960
1209	2205
1209	2290
1209	2468
1209	3239
1209	3589
1209	3789
1209	4042
1209	4591
1209	5479
1209	5845
1209	6075
1209	6305
1209	6541
1209	7313
1209	9185
1209	9742
1209	9950
1209	10892
1209	11003
1209	11185
1209	12505
1209	12652
1209	12819
1209	12996
1209	13103
1209	14237
1209	16780
1209	18787
1209	19480
1209	19580
1209	20576
1209	20585
1209	20650
1209	20668
1209	27925
1209	28060
1209	30090
1209	40564
14148	14851
14148	17491
14148	18269
14148	20798
14148	28393
14148	29181
1595	1608
1595	1676
1595	1718
1595	2202
1595	2792
1595	3507
1595	4655
1595	5298
1595	5731
1595	5805
1595	5887
1595	6153
1595	9013
1595	10577
1595	10892
1595	11502
1595	11565
1595	11846
1595	13921
1595	14136
1595	14211
1595	14276
1595	16289
1595	17049
1595	18492
1595	18539
1595	19511
1595	25313
1595	27566
1595	31046
1595	34238
1595	41732
1595	41956
26893	30090
19085	19932
19085	20611
19085	21688
19085	24791
19085	25551
19085	27766
19085	28122
19085	29724
19085	31248
19085	32325
19085	32639
19085	32836
19085	37300
19085	44637
10194	10376
10194	11011
10194	11403
10194	11519
10194	11671
10194	11858
10194	11890
10194	12290
10194	12506
10194	12570
10194	13353
10194	14632
10194	15154
10194	15988
10194	16851
10194	17058
10194	18703
10194	19216
10194	19797
10194	20670
10194	22624
10194	23434
10194	23502
10194	23789
10194	25178
10194	25531
10194	27150
10194	28089
10194	28896
10194	28939
10194	28946
10194	31383
10194	31449
10194	32756
10194	33062
10194	33553
10194	34660
10194	34880
15379	15502
15379	15650
15379	16321
15379	16607
15379	16789
15379	17234
15379	17865
15379	18522
15379	19724
15379	25322
15379	25410
15379	26398
15379	26895
15379	27087
15379	29516
15379	41983
14959	15506
14959	17701
14959	22242
14959	23803
14959	24476
14959	27382
2726	3221
2726	3264
2726	3564
2726	3587
2726	4447
2726	4683
2726	7302
2726	8351
2726	8862
2726	9023
2726	12410
2726	12726
2726	13159
2726	17234
2726	27944
2726	28393
11222	13043
11222	14276
11222	14390
11222	15668
11222	16026
11222	19511
11222	23179
11222	23424
11222	23888
11222	24705
11222	27359
11222	27371
11222	28680
11222	30933
11222	31678
34318	38732
34318	40564
13387	14231
13387	14437
13387	15761
13387	15878
13387	15930
13387	16786
13387	17316
13387	17820
13387	19825
13387	21590
13387	22413
13387	24599
13387	33257
13387	34068
13387	39389
15668	16026
15668	16300
15668	16355
15668	17213
15668	18464
15668	18589
15668	19511
15668	20324
15668	20363
15668	21183
15668	23424
15668	23879
15668	23888
15668	25082
15668	25787
15668	27359
15668	28122
15668	28680
15668	30933
15668	31678
15668	33537
15668	35606
13333	14826
13333	15585
13333	16300
13333	17213
13333	20450
13333	21183
13333	22709
13333	24977
13333	27306
13333	28947
13333	31678
13333	33401
13333	38746
21354	21698
21354	22324
21354	23365
21354	24564
21354	25270
21354	25962
21354	26291
21354	26606
21354	26625
21354	27090
21354	27106
21354	30605
21354	32719
21354	33192
21354	33554
21354	34700
21354	37203
29409	37217
29409	43616
3843	4376
3843	4796
3843	4912
3843	5261
3843	5559
3843	5864
3843	6124
3843	6206
3843	6289
3843	6858
3843	7449
3843	8150
3843	8317
3843	8654
3843	9218
3843	9448
3843	9568
3843	9904
3843	10047
3843	10611
3843	11976
3843	12042
3843	12126
3843	12233
3843	12573
3843	12687
3843	14001
3843	14544
3843	15184
3843	15209
3843	15462
3843	16040
3843	16166
3843	16297
3843	16598
3843	17316
3843	18155
3843	21339
3843	21617
3843	21920
3843	21950
3843	22135
3843	23803
3843	24476
3843	24782
3843	25517
3843	25852
3843	26455
9430	11089
9430	13082
9430	14075
9430	14105
9430	14851
9430	14852
9430	15379
9430	17303
9430	17491
9430	20798
9430	26921
9430	28393
9430	31104
5843	5994
5843	7482
5843	9107
5843	9719
5843	10074
5843	10645
5843	11667
5843	12674
5843	12761
5843	13826
5843	14532
5843	15856
5843	16742
5843	18375
5843	19231
5843	19634
5843	20172
5843	20459
5843	20971
5843	21132
5843	24046
5843	25723
5843	27424
5843	30554
5843	31077
6038	6866
6038	7128
6038	7256
6038	11778
6038	12761
6038	13252
6038	13881
6038	14643
6038	15369
6038	15777
6038	19851
6038	20641
6038	21430
6038	22021
6038	23876
6038	25822
6038	26939
6038	29407
6038	33475
1131	1209
1131	1546
1131	1823
1131	2335
1131	2529
1131	2810
1131	3156
1131	3386
1131	3748
1131	3986
1131	3994
1131	4232
1131	4388
1131	4713
1131	4823
1131	5045
1131	6021
1131	6148
1131	6230
1131	6512
1131	7778
1131	7890
1131	8618
1131	9073
1131	9283
1131	10128
1131	10429
1131	10450
1131	11166
1131	11435
1131	11562
1131	11641
1131	11903
1131	12304
1131	12674
1131	12681
1131	13103
1131	13236
1131	13716
1131	13893
1131	14003
1131	14192
1131	14323
1131	14376
1131	15159
1131	15761
1131	15970
1131	16091
1131	16570
1131	16603
1131	16786
1131	17124
1131	17593
1131	17820
1131	18279
1131	18787
1131	19573
1131	20585
1131	20592
1131	20655
1131	20668
1131	20753
1131	21151
1131	21536
1131	21698
1131	22753
1131	24529
1131	24564
1131	24599
1131	24990
1131	25270
1131	25349
1131	25962
1131	26291
1131	26606
1131	27090
1131	28123
1131	29316
1131	30389
1131	33192
1131	34972
1131	36029
1131	37203
1131	39065
2135	3154
2135	3258
2135	4861
2135	5073
2135	5176
2135	6153
2135	6894
2135	7515
2135	8386
2135	8449
2135	8566
2135	9865
2135	10037
2135	10134
2135	10350
2135	10914
2135	11041
2135	11564
2135	11765
2135	12193
2135	12974
2135	15653
2135	17540
2135	18180
2135	18569
2135	19093
2135	20833
2135	22495
2135	23381
2135	26517
2135	34044
2135	38234
2135	42021
2135	42820
9565	9593
9565	9660
9565	9856
9565	10614
9565	10799
9565	10822
9565	10914
9565	11765
9565	11890
9565	12205
9565	12303
9565	12567
9565	13893
9565	13992
9565	14027
9565	14861
9565	16596
9565	17132
9565	18262
9565	18280
9565	18388
9565	19573
9565	19699
9565	20073
9565	20784
9565	21354
9565	22033
9565	22324
9565	24564
9565	25962
9565	26369
9565	27106
9565	28089
9565	29344
9565	30605
9565	30863
9565	33554
8655	8715
8655	8889
8655	8890
8655	8969
8655	9073
8655	9585
8655	9851
8655	9905
8655	10098
8655	10264
8655	10605
8655	10617
8655	10736
8655	11330
8655	11565
8655	11641
8655	11965
8655	12064
8655	13053
8655	13719
8655	13801
8655	13810
8655	13873
8655	14782
8655	14811
8655	14826
8655	14949
8655	15668
8655	15981
8655	16300
8655	16355
8655	17761
8655	18430
8655	18845
8655	20130
8655	20640
8655	21183
8655	21345
8655	22413
8655	22827
8655	23620
8655	25349
8655	25787
8655	27009
8655	27306
8655	28404
8655	29316
8655	32063
8655	32171
8655	33182
8655	33518
8655	33668
8655	33908
8655	34160
8655	35105
8655	38633
8655	44356
3722	3844
3722	4591
3722	4612
3722	5588
3722	6282
3722	6992
3722	8113
3722	9311
3722	9584
3722	9950
3722	10199
3722	10588
3722	10892
3722	10950
3722	10990
3722	11003
3722	11366
3722	12199
3722	12290
3722	12370
3722	12458
3722	12819
3722	13058
3722	13716
3722	14237
3722	14245
3722	16388
3722	18492
3722	19703
3722	20576
3722	25512
3722	27566
3722	28990
3722	31090
3722	41732
17886	18147
17886	21183
17886	21186
17886	22565
17886	23424
17886	23879
17886	24705
17886	24977
17886	27359
17886	29040
36030	36963
36030	41700
6007	11285
6007	11565
6007	14390
6007	16605
6007	19455
6007	23879
6007	25082
6007	25359
6007	26586
6007	27359
6007	28122
6007	34323
21950	25744
21950	25852
21950	28371
21950	38390
1919	2032
1919	3452
1919	3474
1919	3516
1919	3717
1919	3818
1919	3986
1919	4111
1919	4218
1919	4539
1919	4655
1919	4713
1919	6284
1919	6317
1919	7778
1919	8263
1919	8655
1919	8715
1919	8889
1919	8969
1919	9073
1919	9585
1919	9828
1919	9851
1919	10264
1919	10650
1919	10924
1919	11330
1919	11565
1919	11641
1919	11965
1919	12064
1919	12295
1919	12901
1919	13719
1919	13801
1919	14782
1919	14811
1919	14826
1919	14949
1919	16355
1919	16838
1919	17761
1919	18360
1919	18430
1919	18845
1919	20668
1919	22413
1919	22827
1919	23620
1919	25135
1919	25349
1919	26272
1919	27009
1919	27368
1919	29316
1919	32063
1919	33668
1919	33908
1919	34160
1919	35999
1919	40829
5361	6234
5361	6297
5361	6566
5361	7208
5361	7313
5361	8257
5361	8775
5361	9239
5361	9283
5361	10128
5361	10198
5361	12674
5361	12946
5361	13893
5361	13939
5361	14105
5361	14323
5361	14429
5361	14851
5361	15536
5361	16091
5361	16570
5361	16704
5361	16861
5361	17593
5361	18280
5361	18410
5361	18485
5361	19449
5361	19480
5361	20592
5361	21536
5361	24558
5361	24564
5361	26921
5361	27077
5361	30863
5361	34867
5361	36164
14152	14231
14152	14638
14152	14994
14152	15585
14152	15761
14152	15981
14152	16641
14152	16838
14152	17213
14152	20811
14152	21345
14152	24441
14152	25135
14152	27306
14152	33257
14152	33401
14152	33908
14152	36903
14152	37468
14152	41267
9823	13407
9823	14416
9823	20972
9823	23068
9823	36860
9823	37869
20813	22794
20813	23739
20813	24564
20813	24911
20813	25400
20813	25813
20813	25962
20813	26403
20813	26517
20813	26647
20813	27077
20813	27566
20813	30208
20813	31383
20813	31913
20813	36046
15184	17491
15184	25744
8576	8654
8576	9571
8576	9950
8576	10402
8576	10990
8576	12375
8576	14126
8576	14237
8576	23894
8576	24558
8576	27925
31837	32171
31837	33182
31837	33518
31837	33554
31837	34238
31837	41956
31837	44356
27766	28122
27766	29724
27766	31248
27766	32325
27766	32639
27766	32836
27766	37300
5125	5167
5125	5843
5125	5994
5125	6146
5125	8827
5125	9719
5125	10074
5125	10645
5125	11667
5125	13826
5125	14532
5125	14913
5125	16742
5125	18375
5125	19634
5125	20281
5125	20459
5125	24300
5125	25723
5125	25759
5125	31077
24564	25270
24564	25400
24564	25962
24564	26291
24564	26369
24564	26455
24564	26606
24564	27090
24564	27106
24564	29344
24564	30605
24564	30863
24564	33192
24564	33554
24564	34700
24564	37203
24564	40829
13058	13861
13058	14197
13058	14211
13058	14342
13058	14390
13058	14705
13058	14861
13058	16188
13058	16878
13058	16903
13058	17540
13058	17734
13058	18562
13058	21538
13058	23179
13058	23739
13058	24612
13058	26403
13058	30389
13058	31748
13058	33401
13058	41732
3988	4281
3988	4337
3988	4355
3988	4710
3988	5159
3988	5504
3988	6416
3988	6793
3988	7302
3988	7568
3988	7808
3988	8260
3988	8862
3988	9430
3988	9568
3988	10216
3988	10433
3988	11052
3988	11055
3988	11372
3988	12831
3988	13082
3988	14148
3988	14779
3988	15025
3988	15379
3988	15559
3988	16607
3988	17303
3988	17491
3988	20450
3988	20798
3988	28393
3988	28517
3988	29516
3988	30727
3988	32756
18589	19511
18589	19612
18589	20640
18589	22249
18589	22565
18589	23879
18589	23888
18589	24705
18589	25082
18589	27359
18589	30933
18589	31938
18589	41581
18589	41983
8030	8567
8030	9526
8030	10044
8030	10724
8030	11840
8030	12421
8030	13444
8030	17637
8030	17909
8030	18338
8030	20004
8030	24101
8030	24634
8030	30069
8030	38121
6148	6234
6148	6810
6148	7778
6148	7890
6148	10450
6148	11166
6148	11435
6148	11562
6148	11641
6148	11671
6148	11903
6148	12206
6148	12290
6148	12304
6148	12674
6148	13103
6148	13236
6148	14376
6148	15109
6148	15159
6148	15981
6148	16603
6148	17124
6148	17384
6148	18279
6148	20585
6148	21151
6148	24529
6148	24599
6148	25270
6148	27748
6148	30389
6148	33192
6148	34972
6148	37203
6148	39065
15442	24046
3121	3156
3121	3427
3121	4042
3121	4591
3121	5046
3121	5206
3121	5249
3121	5349
3121	5559
3121	6990
3121	6992
3121	7839
3121	9868
3121	10110
3121	10160
3121	10199
3121	11645
3121	12199
3121	13444
3121	14323
3121	15999
3121	16889
3121	20366
3121	23461
3121	24625
3121	25317
3121	28990
3121	35114
798	985
798	1131
798	1452
798	1516
798	1780
798	2006
798	2451
798	2745
798	2935
798	3270
798	3341
798	3376
798	4042
798	4157
798	4161
798	4388
798	4701
798	5159
798	5794
798	6021
798	6293
798	6297
798	7446
798	8639
798	8950
798	9327
798	9412
798	10724
798	11166
798	11285
798	14057
798	14376
798	14556
798	14732
798	15058
798	15932
798	16091
798	16704
798	17893
798	18485
798	20073
798	21536
798	22324
798	24564
798	25270
798	25962
798	26893
798	30605
798	36164
7	165
7	896
7	931
7	1430
7	2631
7	3914
7	4865
7	6566
7	6674
7	6891
7	8181
7	8231
7	8281
7	8294
7	8313
7	8329
7	8651
7	9381
7	9469
7	10198
7	10477
7	10799
7	12110
7	12481
7	12570
7	15371
7	15932
7	17704
7	17734
7	17893
7	18262
7	18388
7	19480
7	20451
7	21065
7	21132
7	22033
7	22324
7	23543
7	23563
7	23729
7	24048
7	24877
7	25400
7	27106
7	28120
7	29788
7	33494
7	33554
7	34238
7	37783
7	38527
7	39176
7	40763
14136	14211
14136	14276
14136	14959
14136	16289
14136	17049
14136	18492
14136	18539
14136	20784
14136	21354
14136	23729
14136	23739
14136	24220
14136	25313
14136	25512
14136	27566
14136	34238
14136	41732
14136	41956
4710	5159
4710	5504
4710	6416
4710	6615
4710	7208
4710	7302
4710	8260
4710	8775
4710	9098
4710	9430
4710	9645
4710	10433
4710	10515
4710	10946
4710	11055
4710	11372
4710	13082
4710	14148
4710	17303
4710	17491
4710	20798
4710	28393
4710	28517
4710	41581
494	924
494	1146
494	2071
494	2318
494	2542
494	2863
494	2887
494	3262
494	3878
494	4741
494	4880
494	5041
494	5046
494	6990
494	7207
494	7479
494	8567
494	8605
494	9704
494	10110
494	10244
494	11645
494	11840
494	12199
494	12421
494	12792
494	13444
494	14486
494	18338
494	18812
494	19549
494	19798
494	20004
494	24634
494	28990
494	30069
